src_ip,dst_ip,src_port,dst_port,protocol,length,is_syn,timestamp
10.100.102.12,31.13.86.51,62137,443,17,71,0,2026-08-13T16:43:52.969112
31.13.86.51,10.100.102.12,443,62137,17,90,0,2026-08-13T16:43:52.969275
10.100.102.3,10.100.102.255,9431,9431,17,116,0,2026-08-13T16:43:52.969299
93.123.102.190,10.100.102.12,443,60907,6,265,0,2026-08-13T16:43:52.969391
10.100.102.12,93.123.102.190,60907,443,6,66,0,2026-08-13T16:43:52.969411
93.123.102.190,10.100.102.12,443,60907,6,533,0,2026-08-13T16:43:52.969442
10.100.102.12,93.123.102.190,60907,443,6,66,0,2026-08-13T16:43:52.969460
10.100.102.12,93.123.102.190,60907,443,6,54,0,2026-08-13T16:43:52.969475
93.123.102.190,10.100.102.12,443,60907,6,66,0,2026-08-13T16:43:52.969492
93.123.102.190,10.100.102.12,443,60907,6,865,0,2026-08-13T16:43:52.969507
10.100.102.12,93.123.102.190,60907,443,6,66,0,2026-08-13T16:43:52.969541
10.100.102.12,31.13.86.51,62137,443,17,71,0,2026-08-13T16:43:53.969520
10.100.102.3,10.100.102.255,9431,9431,17,116,0,2026-08-13T16:43:53.969573
142.250.75.138,10.100.102.12,443,50239,17,121,0,2026-08-13T16:43:53.969587
10.100.102.12,142.250.75.138,50239,443,17,75,0,2026-08-13T16:43:53.969600
31.13.86.51,10.100.102.12,443,62137,17,90,0,2026-08-13T16:43:53.969654
10.100.102.12,93.123.102.190,60907,443,6,54,0,2026-08-13T16:43:53.969679
10.100.102.12,10.100.102.1,8276,53,17,75,0,2026-08-13T16:43:53.969694
10.100.102.12,10.100.102.1,8906,53,17,75,0,2026-08-13T16:43:53.969707
10.100.102.12,10.100.102.1,47159,53,17,77,0,2026-08-13T16:43:53.969718
10.100.102.12,10.100.102.1,6129,53,17,77,0,2026-08-13T16:43:53.969808
10.100.102.1,10.100.102.12,53,8276,17,125,0,2026-08-13T16:43:53.969821
10.100.102.1,10.100.102.12,53,47159,17,127,0,2026-08-13T16:43:53.969833
10.100.102.1,10.100.102.12,53,8906,17,91,0,2026-08-13T16:43:53.969845
10.100.102.12,142.250.75.46,52113,443,17,1292,0,2026-08-13T16:43:53.969856
10.100.102.12,142.250.75.46,52113,443,17,1292,0,2026-08-13T16:43:53.969877
10.100.102.12,142.250.75.46,52113,443,17,120,0,2026-08-13T16:43:53.969890
10.100.102.1,10.100.102.12,53,6129,17,205,0,2026-08-13T16:43:53.969902
10.100.102.12,142.251.153.2,52275,443,17,1292,0,2026-08-13T16:43:53.969914
10.100.102.12,142.251.153.2,52275,443,17,1292,0,2026-08-13T16:43:53.969931
10.100.102.12,142.251.153.2,52275,443,17,1292,0,2026-08-13T16:43:53.969956
10.100.102.12,142.251.153.2,52275,443,17,123,0,2026-08-13T16:43:53.969969
142.250.75.46,10.100.102.12,443,52113,17,82,0,2026-08-13T16:43:53.969980
93.123.102.190,10.100.102.12,443,60907,6,66,0,2026-08-13T16:43:53.970039
142.250.75.46,10.100.102.12,443,52113,17,1292,0,2026-08-13T16:43:53.970052
142.251.153.2,10.100.102.12,443,52275,17,82,0,2026-08-13T16:43:53.970064
142.251.153.2,10.100.102.12,443,52275,17,82,0,2026-08-13T16:43:53.970076
142.251.153.2,10.100.102.12,443,52275,17,1292,0,2026-08-13T16:43:53.970087
142.251.153.2,10.100.102.12,443,52275,17,1292,0,2026-08-13T16:43:53.970098
10.100.102.12,142.250.75.46,52113,443,17,1292,0,2026-08-13T16:43:53.970110
10.100.102.12,142.251.153.2,52275,443,17,1292,0,2026-08-13T16:43:53.970132
142.250.75.46,10.100.102.12,443,52113,17,1292,0,2026-08-13T16:43:53.970147
142.251.153.2,10.100.102.12,443,52275,17,1292,0,2026-08-13T16:43:53.970166
10.100.102.12,142.250.75.46,52113,443,17,1292,0,2026-08-13T16:43:53.970179
10.100.102.12,142.251.153.2,52275,443,17,1292,0,2026-08-13T16:43:53.970190
142.250.75.46,10.100.102.12,443,52113,17,1292,0,2026-08-13T16:43:53.970201
142.251.153.2,10.100.102.12,443,52275,17,1292,0,2026-08-13T16:43:53.970212
142.250.75.46,10.100.102.12,443,52113,17,1292,0,2026-08-13T16:43:53.970224
142.250.75.46,10.100.102.12,443,52113,17,316,0,2026-08-13T16:43:53.970235
142.250.75.46,10.100.102.12,443,52113,17,67,0,2026-08-13T16:43:53.970247
142.250.75.46,10.100.102.12,443,52113,17,672,0,2026-08-13T16:43:53.970270
142.251.153.2,10.100.102.12,443,52275,17,1292,0,2026-08-13T16:43:53.970282
142.251.153.2,10.100.102.12,443,52275,17,330,0,2026-08-13T16:43:53.970294
142.251.153.2,10.100.102.12,443,52275,17,990,0,2026-08-13T16:43:53.970306
142.251.153.2,10.100.102.12,443,52275,17,67,0,2026-08-13T16:43:53.970324
10.100.102.12,142.250.75.46,52113,443,17,120,0,2026-08-13T16:43:53.970337
10.100.102.12,142.250.75.46,52113,443,17,73,0,2026-08-13T16:43:53.970348
10.100.102.12,142.251.153.2,52275,443,17,120,0,2026-08-13T16:43:53.970360
10.100.102.12,142.251.153.2,52275,443,17,73,0,2026-08-13T16:43:53.970371
10.100.102.12,142.250.75.46,52113,443,17,1288,0,2026-08-13T16:43:53.970382
10.100.102.12,142.250.75.46,52113,443,17,1292,0,2026-08-13T16:43:53.970406
10.100.102.12,142.250.75.46,52113,443,17,1160,0,2026-08-13T16:43:53.970419
10.100.102.12,142.250.75.46,52113,443,17,170,0,2026-08-13T16:43:53.970431
10.100.102.12,142.250.75.46,52113,443,17,617,0,2026-08-13T16:43:53.970442
10.100.102.12,142.251.153.2,52275,443,17,1288,0,2026-08-13T16:43:53.970453
10.100.102.12,142.251.153.2,52275,443,17,1292,0,2026-08-13T16:43:53.970477
10.100.102.12,142.251.153.2,52275,443,17,1292,0,2026-08-13T16:43:53.970489
10.100.102.12,142.251.153.2,52275,443,17,660,0,2026-08-13T16:43:53.970500
10.100.102.12,142.251.153.2,52275,443,17,262,0,2026-08-13T16:43:53.970512
142.250.75.46,10.100.102.12,443,52113,17,162,0,2026-08-13T16:43:53.970524
142.250.75.46,10.100.102.12,443,52113,17,65,0,2026-08-13T16:43:53.970548
142.251.153.2,10.100.102.12,443,52275,17,162,0,2026-08-13T16:43:53.970560
142.251.153.2,10.100.102.12,443,52275,17,67,0,2026-08-13T16:43:53.970572
142.250.75.46,10.100.102.12,443,52113,17,65,0,2026-08-13T16:43:53.970588
142.251.153.2,10.100.102.12,443,52275,17,67,0,2026-08-13T16:43:53.970601
142.251.153.2,10.100.102.12,443,52275,17,69,0,2026-08-13T16:43:53.970613
142.250.75.46,10.100.102.12,443,52113,17,65,0,2026-08-13T16:43:53.970624
142.251.153.2,10.100.102.12,443,52275,17,67,0,2026-08-13T16:43:53.970646
142.250.75.46,10.100.102.12,443,52113,17,69,0,2026-08-13T16:43:53.970658
10.100.102.12,142.250.75.46,52113,443,17,74,0,2026-08-13T16:43:53.970670
142.251.153.2,10.100.102.12,443,52275,17,72,0,2026-08-13T16:43:53.970694
10.100.102.12,142.251.153.2,52275,443,17,73,0,2026-08-13T16:43:53.970707
31.13.86.49,10.100.102.12,5222,54585,6,265,0,2026-08-13T16:43:53.970748
10.100.102.12,31.13.86.49,54585,5222,6,66,0,2026-08-13T16:43:53.970761
142.250.75.46,10.100.102.12,443,52113,17,892,0,2026-08-13T16:43:53.970773
142.250.75.46,10.100.102.12,443,52113,17,272,0,2026-08-13T16:43:53.970789
10.100.102.12,142.250.75.46,52113,443,17,77,0,2026-08-13T16:43:53.970801
142.250.75.46,10.100.102.12,443,52113,17,66,0,2026-08-13T16:43:53.970812
10.100.102.12,31.13.86.49,54585,5222,6,113,0,2026-08-13T16:43:53.970825
93.123.102.190,10.100.102.12,443,60907,6,566,0,2026-08-13T16:43:53.970836
10.100.102.12,93.123.102.190,60907,443,6,66,0,2026-08-13T16:43:53.970861
10.100.102.12,4.150.223.107,61369,443,6,184,0,2026-08-13T16:43:53.970874
10.100.102.12,4.150.223.107,61369,443,6,105,0,2026-08-13T16:43:53.970886
10.100.102.12,4.150.223.107,61369,443,6,1334,0,2026-08-13T16:43:53.970907
10.100.102.12,4.150.223.107,61369,443,6,1334,0,2026-08-13T16:43:53.970919
10.100.102.12,4.150.223.107,61369,443,6,286,0,2026-08-13T16:43:53.970930
31.13.86.49,10.100.102.12,5222,54585,6,66,0,2026-08-13T16:43:53.970941
10.100.102.12,93.123.102.190,60907,443,6,54,0,2026-08-13T16:43:53.970953
23.82.31.237,10.100.102.12,443,60905,6,90,0,2026-08-13T16:43:53.970964
10.100.102.12,23.82.31.237,60905,443,6,66,0,2026-08-13T16:43:53.970979
10.100.102.12,23.82.31.237,60905,443,6,94,0,2026-08-13T16:43:53.971004
142.251.153.2,10.100.102.12,443,52275,17,1288,0,2026-08-13T16:43:53.971017
142.251.153.2,10.100.102.12,443,52275,17,616,0,2026-08-13T16:43:53.971028
10.100.102.12,142.251.153.2,52275,443,17,77,0,2026-08-13T16:43:53.971039
4.150.223.107,10.100.102.12,443,61369,6,66,0,2026-08-13T16:43:53.971051
4.150.223.107,10.100.102.12,443,61369,6,66,0,2026-08-13T16:43:53.971062
4.150.223.107,10.100.102.12,443,61369,6,78,0,2026-08-13T16:43:53.971073
4.150.223.107,10.100.102.12,443,61369,6,105,0,2026-08-13T16:43:53.971085
10.100.102.12,4.150.223.107,61369,443,6,66,0,2026-08-13T16:43:53.971096
142.251.153.2,10.100.102.12,443,52275,17,87,0,2026-08-13T16:43:53.971116
142.251.153.2,10.100.102.12,443,52275,17,238,0,2026-08-13T16:43:53.971141
10.100.102.12,142.251.153.2,52275,443,17,73,0,2026-08-13T16:43:53.971154
142.251.153.2,10.100.102.12,443,52275,17,66,0,2026-08-13T16:43:53.971165
93.123.102.190,10.100.102.12,443,60907,6,66,0,2026-08-13T16:43:53.971176
4.150.223.107,10.100.102.12,443,61369,6,166,0,2026-08-13T16:43:54.970205
10.100.102.12,4.150.223.107,61369,443,6,66,0,2026-08-13T16:43:54.970256
10.100.102.12,4.150.223.107,61369,443,6,101,0,2026-08-13T16:43:54.970280
23.82.31.237,10.100.102.12,443,60905,6,66,0,2026-08-13T16:43:54.970407
93.123.102.190,10.100.102.12,443,60907,6,420,0,2026-08-13T16:43:54.970432
10.100.102.12,93.123.102.190,60907,443,6,66,0,2026-08-13T16:43:54.970454
4.150.223.107,10.100.102.12,443,61369,6,66,0,2026-08-13T16:43:54.970531
93.123.102.190,10.100.102.12,443,60907,6,420,0,2026-08-13T16:43:54.970554
10.100.102.12,93.123.102.190,60907,443,6,66,0,2026-08-13T16:43:54.970575
10.100.102.3,10.100.102.255,9431,9431,17,116,0,2026-08-13T16:43:54.970597
10.100.102.12,31.13.86.51,62137,443,17,71,0,2026-08-13T16:43:54.970618
10.100.102.12,10.100.102.1,56571,53,17,75,0,2026-08-13T16:43:54.970638
10.100.102.12,10.100.102.1,58953,53,17,75,0,2026-08-13T16:43:54.970658
10.100.102.1,10.100.102.12,53,56571,17,132,0,2026-08-13T16:43:54.970679
10.100.102.1,10.100.102.12,53,58953,17,91,0,2026-08-13T16:43:54.970699
10.100.102.12,142.250.75.99,63626,443,17,1292,0,2026-08-13T16:43:54.970722
10.100.102.12,142.250.75.99,63626,443,17,1292,0,2026-08-13T16:43:54.970762
10.100.102.12,142.250.75.99,63626,443,17,122,0,2026-08-13T16:43:54.970785
10.100.102.12,142.250.75.99,63626,443,17,734,0,2026-08-13T16:43:54.970806
142.250.75.99,10.100.102.12,443,63626,17,82,0,2026-08-13T16:43:54.970847
142.250.75.99,10.100.102.12,443,63626,17,1292,0,2026-08-13T16:43:54.970871
31.13.86.51,10.100.102.12,443,62137,17,90,0,2026-08-13T16:43:54.970892
10.100.102.12,142.250.75.99,63626,443,17,1292,0,2026-08-13T16:43:54.970913
142.250.75.99,10.100.102.12,443,63626,17,1292,0,2026-08-13T16:43:54.970933
10.100.102.12,142.250.75.99,63626,443,17,1292,0,2026-08-13T16:43:54.970954
142.250.75.99,10.100.102.12,443,63626,17,1292,0,2026-08-13T16:43:54.970974
10.100.102.12,142.250.75.99,63626,443,17,1292,0,2026-08-13T16:43:54.971017
142.250.75.99,10.100.102.12,443,63626,17,1292,0,2026-08-13T16:43:54.971040
142.250.75.99,10.100.102.12,443,63626,17,1292,0,2026-08-13T16:43:54.971061
142.250.75.99,10.100.102.12,443,63626,17,316,0,2026-08-13T16:43:54.971082
10.100.102.12,142.250.75.99,63626,443,17,120,0,2026-08-13T16:43:54.971102
142.250.75.99,10.100.102.12,443,63626,17,67,0,2026-08-13T16:43:54.971122
142.250.75.99,10.100.102.12,443,63626,17,986,0,2026-08-13T16:43:54.971151
142.250.75.99,10.100.102.12,443,63626,17,64,0,2026-08-13T16:43:54.971174
10.100.102.12,142.250.75.99,63626,443,17,73,0,2026-08-13T16:43:54.971194
142.250.75.99,10.100.102.12,443,63626,17,162,0,2026-08-13T16:43:54.971245
10.100.102.12,142.250.75.99,63626,443,17,73,0,2026-08-13T16:43:54.971289
10.100.102.12,93.123.102.190,60907,443,6,54,0,2026-08-13T16:43:54.971312
142.250.75.99,10.100.102.12,443,63626,17,538,0,2026-08-13T16:43:54.971332
142.250.75.99,10.100.102.12,443,63626,17,64,0,2026-08-13T16:43:54.971353
10.100.102.12,142.250.75.99,63626,443,17,77,0,2026-08-13T16:43:54.971373
142.250.75.99,10.100.102.12,443,63626,17,65,0,2026-08-13T16:43:54.971393
93.123.102.190,10.100.102.12,443,60907,6,66,0,2026-08-13T16:43:54.971441
10.100.102.12,239.255.255.250,51765,1900,17,213,0,2026-08-13T16:43:54.971465
10.100.102.12,239.255.255.250,48499,1900,17,213,0,2026-08-13T16:43:54.971486
192.168.139.3,239.255.255.250,51457,1900,17,213,0,2026-08-13T16:43:54.971518
93.123.102.190,10.100.102.12,443,60907,6,254,0,2026-08-13T16:43:54.971563
10.100.102.12,93.123.102.190,60907,443,6,66,0,2026-08-13T16:43:54.971586
142.250.75.138,10.100.102.12,443,50239,17,285,0,2026-08-13T16:43:54.971606
10.100.102.12,142.250.75.138,50239,443,17,75,0,2026-08-13T16:43:54.971626
93.123.102.190,10.100.102.12,443,60907,6,1136,0,2026-08-13T16:43:54.971646
10.100.102.12,93.123.102.190,60907,443,6,66,0,2026-08-13T16:43:54.971667
93.123.102.190,10.100.102.12,443,60907,6,438,0,2026-08-13T16:43:54.971687
10.100.102.12,93.123.102.190,60907,443,6,66,0,2026-08-13T16:43:54.971707
93.123.102.190,10.100.102.12,443,60907,6,489,0,2026-08-13T16:43:55.970852
10.100.102.12,93.123.102.190,60907,443,6,66,0,2026-08-13T16:43:55.970871
10.100.102.12,93.123.102.190,60907,443,6,54,0,2026-08-13T16:43:55.970906
93.123.102.190,10.100.102.12,443,60907,6,66,0,2026-08-13T16:43:55.970911
10.100.102.3,10.100.102.255,9431,9431,17,116,0,2026-08-13T16:43:55.970915
10.100.102.12,31.13.86.51,62137,443,17,71,0,2026-08-13T16:43:55.970927
31.13.86.51,10.100.102.12,443,62137,17,90,0,2026-08-13T16:43:55.970932
10.100.102.12,239.255.255.250,51765,1900,17,213,0,2026-08-13T16:43:55.970958
10.100.102.12,239.255.255.250,48499,1900,17,213,0,2026-08-13T16:43:55.970962
192.168.139.3,239.255.255.250,51457,1900,17,213,0,2026-08-13T16:43:55.970966
10.100.102.3,10.100.102.255,9431,9431,17,116,0,2026-08-13T16:43:56.971853
10.100.102.12,31.13.86.51,62137,443,17,71,0,2026-08-13T16:43:56.971885
93.123.102.190,10.100.102.12,443,60907,6,265,0,2026-08-13T16:43:56.971936
10.100.102.12,93.123.102.190,60907,443,6,66,0,2026-08-13T16:43:56.972118
142.250.75.138,10.100.102.12,443,50239,17,319,0,2026-08-13T16:43:56.972144
142.250.75.138,10.100.102.12,443,50239,17,66,0,2026-08-13T16:43:56.972165
10.100.102.12,142.250.75.138,50239,443,17,75,0,2026-08-13T16:43:56.972187
10.100.102.12,142.250.75.106,51176,443,17,329,0,2026-08-13T16:43:56.972207
31.13.86.51,10.100.102.12,443,62137,17,90,0,2026-08-13T16:43:56.972228
142.250.75.106,10.100.102.12,443,51176,17,70,0,2026-08-13T16:43:56.972249
10.100.102.12,239.255.255.250,51765,1900,17,213,0,2026-08-13T16:43:56.972269
10.100.102.12,239.255.255.250,48499,1900,17,213,0,2026-08-13T16:43:56.972290
192.168.139.3,239.255.255.250,51457,1900,17,213,0,2026-08-13T16:43:56.972337
10.100.102.12,142.250.75.106,51176,443,17,74,0,2026-08-13T16:43:56.972371
142.250.75.106,10.100.102.12,443,51176,17,64,0,2026-08-13T16:43:56.972394
10.100.102.12,142.250.75.106,51176,443,17,75,0,2026-08-13T16:43:56.972415
142.250.75.106,10.100.102.12,443,51176,17,130,0,2026-08-13T16:43:56.972436
142.250.75.106,10.100.102.12,443,51176,17,63,0,2026-08-13T16:43:56.972457
10.100.102.12,142.250.75.106,51176,443,17,79,0,2026-08-13T16:43:56.972477
10.100.102.12,142.250.75.106,51176,443,17,75,0,2026-08-13T16:43:56.972498
10.100.102.12,142.250.75.138,50239,443,17,583,0,2026-08-13T16:43:56.972518
142.250.75.138,10.100.102.12,443,50239,17,72,0,2026-08-13T16:43:56.972545
10.100.102.12,142.250.75.138,50239,443,17,75,0,2026-08-13T16:43:56.972592
10.100.102.12,93.123.102.190,60907,443,6,54,0,2026-08-13T16:43:56.972630
142.250.75.106,10.100.102.12,443,51176,17,66,0,2026-08-13T16:43:56.972701
93.123.102.190,10.100.102.12,443,60907,6,66,0,2026-08-13T16:43:56.972741
93.123.102.190,10.100.102.12,443,60907,6,1133,0,2026-08-13T16:43:56.972766
10.100.102.12,93.123.102.190,60907,443,6,66,0,2026-08-13T16:43:56.972788
142.250.75.138,10.100.102.12,443,50239,17,138,0,2026-08-13T16:43:56.972809
10.100.102.12,142.250.75.138,50239,443,17,79,0,2026-08-13T16:43:56.972830
142.250.75.138,10.100.102.12,443,50239,17,68,0,2026-08-13T16:43:56.972850
10.100.102.12,93.123.102.190,60907,443,6,54,0,2026-08-13T16:43:57.972137
10.100.102.12,93.123.102.190,60907,443,6,54,0,2026-08-13T16:43:57.972209
10.100.102.3,10.100.102.255,9431,9431,17,116,0,2026-08-13T16:43:57.972221
93.123.102.190,10.100.102.12,443,60907,6,66,0,2026-08-13T16:43:57.972230
66.203.125.15,10.100.102.12,443,53046,6,474,0,2026-08-13T16:43:57.972238
10.100.102.12,66.203.125.15,53046,443,6,66,0,2026-08-13T16:43:57.972260
10.100.102.12,66.203.125.15,53046,443,6,424,0,2026-08-13T16:43:57.972269
93.123.102.190,10.100.102.12,443,60907,6,232,0,2026-08-13T16:43:57.972277
10.100.102.12,93.123.102.190,60907,443,6,66,0,2026-08-13T16:43:57.972293
66.203.125.15,10.100.102.12,443,53046,6,66,0,2026-08-13T16:43:57.972302
10.100.102.12,31.13.86.51,62137,443,17,71,0,2026-08-13T16:43:57.972309
10.100.102.12,239.255.255.250,51765,1900,17,213,0,2026-08-13T16:43:57.972326
10.100.102.12,239.255.255.250,48499,1900,17,213,0,2026-08-13T16:43:57.972334
192.168.139.3,239.255.255.250,51457,1900,17,213,0,2026-08-13T16:43:57.972341
10.100.102.12,4.150.223.107,61369,443,6,184,0,2026-08-13T16:43:57.972349
10.100.102.12,4.150.223.107,61369,443,6,1334,0,2026-08-13T16:43:57.972357
10.100.102.12,4.150.223.107,61369,443,6,1334,0,2026-08-13T16:43:57.972364
10.100.102.12,4.150.223.107,61369,443,6,278,0,2026-08-13T16:43:57.972372
93.123.102.190,10.100.102.12,443,60907,6,611,0,2026-08-13T16:43:57.972380
10.100.102.12,93.123.102.190,60907,443,6,66,0,2026-08-13T16:43:57.972387
31.13.86.51,10.100.102.12,443,62137,17,90,0,2026-08-13T16:43:57.972395
4.150.223.107,10.100.102.12,443,61369,6,78,0,2026-08-13T16:43:57.972409
4.150.223.107,10.100.102.12,443,61369,6,66,0,2026-08-13T16:43:57.972417
4.150.223.107,10.100.102.12,443,61369,6,166,0,2026-08-13T16:43:57.972425
10.100.102.12,4.150.223.107,61369,443,6,1334,0,2026-08-13T16:43:57.972442
10.100.102.12,4.150.223.107,61369,443,6,66,0,2026-08-13T16:43:57.972449
10.100.102.12,93.123.102.190,60907,443,6,54,0,2026-08-13T16:43:57.972457
93.123.102.190,10.100.102.12,443,60907,6,66,0,2026-08-13T16:43:57.972467
23.82.31.237,10.100.102.12,443,60901,6,90,0,2026-08-13T16:43:57.972475
10.100.102.12,23.82.31.237,60901,443,6,66,0,2026-08-13T16:43:57.972482
10.100.102.12,23.82.31.237,60901,443,6,94,0,2026-08-13T16:43:57.972490
4.150.223.107,10.100.102.12,443,61369,6,78,0,2026-08-13T16:43:57.972505
10.100.102.12,10.100.102.1,56700,53,17,102,0,2026-08-13T16:43:57.972513
10.100.102.1,10.100.102.12,53,56700,17,118,0,2026-08-13T16:43:58.973266
10.100.102.12,10.100.102.1,50673,53,17,78,0,2026-08-13T16:43:58.973301
10.100.102.12,20.184.175.9,61460,443,6,78,1,2026-08-13T16:43:58.973346
10.100.102.1,10.100.102.12,53,50673,17,137,0,2026-08-13T16:43:58.973361
23.82.31.237,10.100.102.12,443,60901,6,66,0,2026-08-13T16:43:58.973373
20.184.175.9,10.100.102.12,443,61460,6,74,1,2026-08-13T16:43:58.973386
10.100.102.12,20.184.175.9,61460,443,6,66,0,2026-08-13T16:43:58.973398
10.100.102.12,20.184.175.9,61460,443,6,583,0,2026-08-13T16:43:58.973420
10.100.102.3,10.100.102.255,9431,9431,17,116,0,2026-08-13T16:43:58.973481
10.100.102.12,134.224.4.171,61274,443,6,290,0,2026-08-13T16:43:58.973495
20.184.175.9,10.100.102.12,443,61460,6,165,0,2026-08-13T16:43:58.973507
10.100.102.12,20.184.175.9,61460,443,6,66,0,2026-08-13T16:43:58.973519
10.100.102.12,20.184.175.9,61460,443,6,503,0,2026-08-13T16:43:58.973530
134.224.4.171,10.100.102.12,443,61274,6,66,0,2026-08-13T16:43:58.973573
134.224.4.171,10.100.102.12,443,61274,6,268,0,2026-08-13T16:43:58.973586
10.100.102.12,134.224.4.171,61274,443,6,66,0,2026-08-13T16:43:58.973599
20.184.175.9,10.100.102.12,443,61460,6,1506,0,2026-08-13T16:43:58.973611
20.184.175.9,10.100.102.12,443,61460,6,1506,0,2026-08-13T16:43:58.973622
20.184.175.9,10.100.102.12,443,61460,6,1506,0,2026-08-13T16:43:58.973644
20.184.175.9,10.100.102.12,443,61460,6,1506,0,2026-08-13T16:43:58.973657
20.184.175.9,10.100.102.12,443,61460,6,941,0,2026-08-13T16:43:58.973674
10.100.102.12,20.184.175.9,61460,443,6,66,0,2026-08-13T16:43:58.973712
10.100.102.12,20.184.175.9,61460,443,6,78,0,2026-08-13T16:43:58.973739
10.100.102.12,20.184.175.9,61460,443,6,66,0,2026-08-13T16:43:58.973755
10.100.102.12,20.184.175.9,61460,443,6,66,0,2026-08-13T16:43:58.973770
10.100.102.12,20.184.175.9,61460,443,6,66,0,2026-08-13T16:43:58.973783
10.100.102.12,20.184.175.9,61460,443,6,1334,0,2026-08-13T16:43:58.973795
10.100.102.12,20.184.175.9,61460,443,6,1334,0,2026-08-13T16:43:58.973808
10.100.102.12,20.184.175.9,61460,443,6,1152,0,2026-08-13T16:43:58.973840
10.100.102.12,142.250.75.110,57557,443,17,1287,0,2026-08-13T16:43:58.973853
10.100.102.12,142.250.75.110,57557,443,17,1090,0,2026-08-13T16:43:58.973865
142.250.75.110,10.100.102.12,443,57557,17,72,0,2026-08-13T16:43:58.973877
10.100.102.12,142.250.75.110,57557,443,17,75,0,2026-08-13T16:43:58.973966
10.100.102.12,31.13.86.51,62137,443,17,71,0,2026-08-13T16:43:58.973990
20.184.175.9,10.100.102.12,443,61460,6,66,0,2026-08-13T16:43:58.974014
20.184.175.9,10.100.102.12,443,61460,6,169,0,2026-08-13T16:43:58.974029
10.100.102.12,20.184.175.9,61460,443,6,66,0,2026-08-13T16:43:58.974041
20.184.175.9,10.100.102.12,443,61460,6,530,0,2026-08-13T16:43:58.974053
10.100.102.12,20.184.175.9,61460,443,6,66,0,2026-08-13T16:43:58.974085
10.100.102.12,20.184.175.9,61460,443,6,90,0,2026-08-13T16:43:58.974098
10.100.102.12,20.184.175.9,61460,443,6,66,0,2026-08-13T16:43:58.974110
31.13.86.51,10.100.102.12,443,62137,17,90,0,2026-08-13T16:43:58.974122
142.250.75.110,10.100.102.12,443,57557,17,432,0,2026-08-13T16:43:58.974133
142.250.75.110,10.100.102.12,443,57557,17,77,0,2026-08-13T16:43:58.974145
142.250.75.110,10.100.102.12,443,57557,17,321,0,2026-08-13T16:43:58.974156
10.100.102.12,142.250.75.110,57557,443,17,80,0,2026-08-13T16:43:58.974168
142.250.75.110,10.100.102.12,443,57557,17,67,0,2026-08-13T16:43:58.974180
93.123.102.190,10.100.102.12,443,60907,6,265,0,2026-08-13T16:43:58.974191
10.100.102.12,93.123.102.190,60907,443,6,66,0,2026-08-13T16:43:58.974216
10.100.102.12,10.100.102.1,55481,53,17,79,0,2026-08-13T16:43:58.974229
10.100.102.12,10.100.102.1,28178,53,17,79,0,2026-08-13T16:43:58.974241
10.100.102.1,10.100.102.12,53,55481,17,215,0,2026-08-13T16:43:58.974258
10.100.102.1,10.100.102.12,53,28178,17,164,0,2026-08-13T16:43:58.974272
10.100.102.12,150.171.109.82,61461,443,6,78,1,2026-08-13T16:43:58.974283
150.171.109.82,10.100.102.12,443,61461,6,74,1,2026-08-13T16:43:58.974295
10.100.102.12,150.171.109.82,61461,443,6,66,0,2026-08-13T16:43:58.974306
10.100.102.12,150.171.109.82,61461,443,6,1334,0,2026-08-13T16:43:58.974318
10.100.102.12,150.171.109.82,61461,443,6,878,0,2026-08-13T16:43:58.974329
93.123.102.190,10.100.102.12,443,60907,6,870,0,2026-08-13T16:43:58.974374
10.100.102.12,93.123.102.190,60907,443,6,66,0,2026-08-13T16:43:58.974388
20.184.175.9,10.100.102.12,443,61460,6,66,0,2026-08-13T16:43:58.974401
93.123.102.190,10.100.102.12,443,60907,6,495,0,2026-08-13T16:43:58.974412
10.100.102.12,93.123.102.190,60907,443,6,66,0,2026-08-13T16:43:58.974424
150.171.109.82,10.100.102.12,443,61461,6,66,0,2026-08-13T16:43:58.974444
150.171.109.82,10.100.102.12,443,61461,6,66,0,2026-08-13T16:43:58.974457
150.171.109.82,10.100.102.12,443,61461,6,165,0,2026-08-13T16:43:58.974484
10.100.102.12,150.171.109.82,61461,443,6,66,0,2026-08-13T16:43:58.974496
10.100.102.12,150.171.109.82,61461,443,6,960,0,2026-08-13T16:43:58.974523
10.100.102.12,134.224.4.171,61274,443,6,54,0,2026-08-13T16:43:59.973996
150.171.109.82,10.100.102.12,443,61461,6,347,0,2026-08-13T16:43:59.974017
10.100.102.12,150.171.109.82,61461,443,6,66,0,2026-08-13T16:43:59.974025
10.100.102.12,150.171.109.82,61461,443,6,140,0,2026-08-13T16:43:59.974031
10.100.102.12,150.171.109.82,61461,443,6,158,0,2026-08-13T16:43:59.974037
10.100.102.12,150.171.109.82,61461,443,6,342,0,2026-08-13T16:43:59.974043
150.171.109.82,10.100.102.12,443,61461,6,128,0,2026-08-13T16:43:59.974061
10.100.102.12,150.171.109.82,61461,443,6,66,0,2026-08-13T16:43:59.974067
10.100.102.12,150.171.109.82,61461,443,6,97,0,2026-08-13T16:43:59.974078
150.171.109.82,10.100.102.12,443,61461,6,66,0,2026-08-13T16:43:59.974084
150.171.109.82,10.100.102.12,443,61461,6,97,0,2026-08-13T16:43:59.974114
150.171.109.82,10.100.102.12,443,61461,6,1506,0,2026-08-13T16:43:59.974121
